Instrument Name,Straddle Number Of Lots,Strangle Number Of Lots,Timeframe,Supertrend Period,Supertrend Multiplier,Entry Time,Straddle to Strangle Distance,Stoploss %
NIFTY 50,1,1,1,7,3,09:25,50,40
